l1cordx,l2cordx,l3cordx,l1cordy,l2cordy,l3cordy,r1cordx,r2cordx,r3cordx,r1cordy,r2cordy,r3cordy,isSame,whichDirection,retentionDuration,l_words_word1,l_words_word2,l_words_word3,r_words_word1,r_words_word2,r_words_word3,subWord
919,916,923,545,503,596,1021,1014,996,513,594,562,1,2,1.01684024490732,watch,group,taste,watch,alarm,group,nan
899,923,897,581,532,479,999,995,1002,595,540,492,1,2,0.97471575653598,group,alarm,clean,group,taste,watch,nan
923,909,919,518,553,594,1016,1000,994,541,603,480,2,2,0.94433890935368,group,taste,clean,relax,group,taste,watch
916,920,899,487,602,519,1023,1005,1022,589,512,473,1,2,0.943798823542367,watch,group,alarm,taste,relax,watch,nan
915,904,894,545,594,482,1019,1015,994,536,583,484,2,2,1.0044464886051,group,taste,clean,watch,group,clean,alarm
926,911,897,546,495,595,1001,1001,1012,500,603,559,1,1,0.986684542697552,group,relax,taste,taste,relax,watch,nan
894,906,897,596,478,552,1006,996,998,489,545,587,2,1,1.04826079765971,alarm,watch,taste,relax,taste,group,relax
907,923,897,529,479,597,1006,1027,1013,591,541,487,1,2,0.914089926465682,taste,watch,relax,watch,taste,clean,nan
909,915,924,591,503,546,1003,1001,1015,489,549,606,2,2,1.06946668727944,relax,alarm,clean,relax,watch,group,taste
912,921,902,600,561,477,1005,1027,1019,564,601,526,1,2,1.03597604691158,taste,relax,clean,clean,taste,relax,nan
896,896,924,565,493,528,997,1014,1004,490,561,593,1,1,0.927330304379716,group,watch,clean,relax,watch,clean,nan
915,902,914,527,600,485,1009,1002,1024,521,477,588,1,2,1.07168043771574,watch,relax,taste,group,relax,watch,nan
894,919,922,548,515,600,1009,1011,1020,600,490,562,2,2,0.939966824933415,group,taste,watch,taste,alarm,relax,group
911,900,905,529,597,482,995,1018,997,483,531,600,2,1,1.02146798435284,clean,taste,relax,taste,group,watch,alarm
917,894,901,519,560,598,1015,1002,1003,568,601,516,2,2,1.00860899673088,relax,watch,alarm,taste,relax,group,clean
909,907,899,552,508,594,996,997,1024,528,564,474,1,2,0.932464938406501,taste,clean,relax,taste,alarm,relax,nan
914,924,911,514,558,476,999,1012,997,478,557,527,2,1,0.901130613625369,relax,watch,alarm,watch,clean,relax,taste
900,902,901,535,580,502,1017,1001,1020,501,535,565,2,2,1.05429702943308,relax,watch,taste,relax,watch,clean,group
914,912,903,524,595,489,1012,1004,997,509,566,600,2,2,1.05295751125107,taste,clean,group,clean,alarm,watch,group
906,905,893,479,566,513,994,1026,1019,549,602,489,2,1,0.984213870472376,taste,relax,group,watch,taste,clean,watch
896,894,912,607,497,547,1003,1004,1016,502,579,541,2,2,0.911362636194726,group,alarm,relax,taste,clean,relax,alarm
905,910,925,564,601,522,1006,1025,1020,515,483,572,1,2,1.01714939904685,group,clean,taste,alarm,taste,clean,nan
902,921,921,591,544,490,999,1007,1025,535,485,569,2,2,0.934831048886806,alarm,relax,taste,relax,taste,alarm,watch
901,901,893,534,592,473,996,994,1000,523,590,559,1,2,1.04572213211326,relax,alarm,clean,clean,relax,alarm,nan
914,894,914,479,570,530,1009,1004,994,539,605,571,1,1,1.00685820998821,taste,watch,group,clean,group,alarm,nan
910,901,905,578,489,531,1006,999,1022,598,478,533,2,1,0.950612857550283,clean,group,taste,relax,group,taste,watch
907,915,897,547,577,504,1021,1027,1010,582,482,518,1,2,1.08341134965712,taste,alarm,relax,group,alarm,taste,nan
900,904,911,524,604,555,1012,1009,997,560,603,496,1,2,1.05163890594308,relax,taste,watch,alarm,relax,group,nan
922,915,907,505,475,583,1021,1012,997,511,479,589,2,1,1.0774061464456,clean,relax,alarm,group,taste,clean,watch
922,893,910,580,541,488,1009,1002,998,557,476,518,2,1,0.913759634220743,group,clean,relax,group,taste,watch,watch
902,917,923,501,533,573,994,1023,999,596,484,547,1,1,0.936705639105568,taste,group,watch,taste,relax,clean,nan
913,906,898,520,485,571,994,997,1026,554,587,509,2,1,1.04741453091732,relax,watch,clean,taste,alarm,clean,taste
919,894,907,549,587,490,999,1021,1003,524,486,573,1,1,1.03934297052994,alarm,group,watch,relax,group,clean,nan
925,906,895,557,602,505,1006,1008,1014,589,476,549,2,2,1.05539858114121,taste,clean,watch,taste,alarm,group,clean
924,917,906,561,517,604,1018,1025,1022,485,519,576,2,1,1.00038068383075,relax,group,taste,taste,alarm,relax,watch
906,924,917,562,596,492,999,1011,1002,548,492,592,1,1,0.985099365600525,relax,taste,alarm,group,alarm,relax,nan
898,926,896,595,479,528,1003,1023,1018,557,594,507,2,1,1.02224742615486,relax,group,clean,taste,relax,group,alarm
920,926,915,511,550,581,1015,1005,1007,548,492,605,2,1,1.07115437827235,taste,relax,group,clean,alarm,watch,clean
897,923,903,545,601,502,1003,1007,1004,573,526,474,2,1,1.03415942179604,watch,clean,relax,clean,alarm,relax,group
898,922,913,577,536,484,1004,1014,1016,520,573,486,2,1,1.00471840894223,group,clean,watch,taste,alarm,clean,taste
905,920,898,599,478,560,999,1024,1007,587,515,547,1,1,0.959763082021404,relax,taste,alarm,clean,watch,taste,nan
921,911,907,504,537,595,1007,998,998,581,475,515,1,1,1.04079381573024,clean,watch,relax,group,relax,clean,nan
912,907,893,591,541,475,1024,995,1027,557,523,485,1,1,0.976322175197777,group,alarm,watch,clean,alarm,watch,nan
912,897,900,570,515,601,1023,1007,1011,546,486,516,2,1,1.0135369995603,taste,watch,group,watch,taste,alarm,alarm
924,915,902,525,489,596,1007,1014,1011,528,559,488,2,1,1.07757219106225,alarm,relax,watch,alarm,watch,relax,group
912,922,910,606,479,519,1016,1025,1005,490,585,544,1,1,1.06858985779906,taste,clean,alarm,alarm,taste,relax,nan
893,902,900,533,488,589,1002,1004,1000,567,601,478,2,2,1.07975971116644,relax,alarm,clean,taste,clean,group,watch
920,921,904,559,604,517,1026,1012,1023,479,565,530,2,1,1.08780061828931,clean,taste,relax,relax,taste,watch,alarm
913,895,918,484,524,576,1015,1020,1003,595,487,550,2,2,1.06308703118775,taste,group,watch,clean,group,relax,watch
909,905,907,486,592,536,1001,1005,1012,524,563,490,2,1,0.900271565757206,group,watch,clean,group,taste,clean,relax
902,902,895,477,509,575,997,997,1012,484,562,525,2,1,0.900618139511493,taste,relax,group,alarm,clean,watch,alarm
901,898,906,522,569,477,1013,1008,1026,578,514,475,2,1,0.91749376326375,group,clean,taste,clean,taste,alarm,alarm
909,914,909,596,553,473,1003,995,1003,524,477,607,2,1,0.952145470240864,relax,group,watch,clean,group,taste,clean
900,903,920,478,531,564,996,1016,1003,521,563,598,1,1,0.904559734128187,taste,group,alarm,group,alarm,relax,nan
894,925,903,571,607,537,999,997,1004,551,591,500,1,1,0.984816963761176,relax,watch,alarm,taste,relax,clean,nan
898,910,920,481,531,566,995,1000,1012,483,582,552,1,1,0.968212993781846,group,taste,watch,alarm,taste,relax,nan
901,918,912,491,562,523,1017,1011,1006,604,567,489,1,1,1.00827078666154,relax,taste,group,watch,group,taste,nan
899,893,895,602,532,566,1020,1015,1002,486,576,524,1,1,1.08523381651661,alarm,group,taste,group,alarm,clean,nan
913,913,901,496,536,581,1021,1006,1016,587,478,544,1,1,0.959699889411848,taste,watch,group,group,taste,relax,nan
920,912,913,593,534,486,1003,1014,1002,528,498,563,1,2,0.967616958770256,group,taste,relax,watch,alarm,taste,nan
920,920,909,526,493,590,1024,1022,1026,530,490,561,2,2,1.07189602144136,group,taste,relax,taste,clean,alarm,relax
920,915,899,580,486,543,1014,1017,1010,516,553,590,2,2,0.968095662153087,clean,watch,relax,relax,group,taste,clean
917,922,901,480,582,519,994,1007,1008,596,512,552,2,1,0.927624080610017,watch,relax,clean,clean,taste,group,group
922,923,919,476,599,557,1005,1013,1013,503,539,584,2,1,1.00155979107052,group,alarm,clean,relax,clean,alarm,taste
919,898,913,491,599,536,1012,1002,1014,603,484,563,2,1,1.07133129537834,group,alarm,clean,taste,group,clean,relax
900,899,898,605,533,483,1015,1018,1021,547,495,579,1,2,0.976862723576523,watch,clean,alarm,alarm,relax,group,nan
926,919,917,590,476,556,1009,1005,1023,491,578,529,1,1,1.03913818536575,relax,taste,alarm,group,clean,relax,nan
896,895,906,587,478,544,1021,996,999,560,493,529,2,1,1.02558083555811,taste,clean,group,group,watch,taste,watch
915,906,908,598,479,517,999,1004,997,488,565,534,1,1,0.990077630870385,clean,watch,taste,group,clean,watch,nan
900,903,917,541,508,473,1026,1004,1004,600,483,518,2,1,0.994723588419777,relax,watch,taste,group,taste,alarm,clean
901,917,906,597,539,502,1022,994,1014,542,607,494,2,1,1.08994127070071,taste,clean,relax,clean,alarm,relax,group
904,896,893,592,489,544,1005,1000,1006,484,520,597,2,2,0.916699512357866,relax,clean,alarm,watch,alarm,clean,relax
899,919,895,602,490,557,1014,1023,1025,549,588,486,1,1,0.955965784000043,relax,taste,alarm,watch,clean,relax,nan
910,919,913,574,498,532,1004,1016,996,569,606,538,1,2,0.989401461866941,taste,watch,alarm,relax,clean,taste,nan
925,911,908,507,590,545,997,1022,1027,606,475,556,2,2,1.01751425279906,taste,group,watch,watch,clean,relax,taste
906,901,924,585,490,539,1011,1003,1016,510,574,605,2,1,1.0755268276829,relax,group,taste,taste,watch,alarm,watch
912,895,896,586,551,510,1021,1024,1014,532,563,599,2,2,0.993820104045804,relax,clean,taste,alarm,watch,taste,clean
913,914,905,511,559,478,1019,1001,999,606,509,551,1,2,0.987483695140344,watch,clean,relax,alarm,taste,group,nan
917,894,911,575,498,541,1026,1026,995,585,553,521,1,2,1.04923698799497,group,taste,alarm,clean,watch,group,nan
906,895,896,597,521,481,1005,1008,1013,537,501,585,2,2,0.993582093161549,alarm,group,relax,alarm,taste,watch,relax
922,897,923,521,566,480,1007,1001,995,533,582,476,1,1,1.07216547021158,relax,alarm,watch,group,relax,alarm,nan
924,908,914,517,555,605,999,1021,1018,538,478,569,1,2,0.993302402476298,clean,alarm,watch,relax,watch,clean,nan
918,915,923,549,479,599,1005,1006,1001,592,481,557,2,1,0.999620897424542,taste,alarm,watch,group,taste,watch,group
902,922,914,474,581,505,1012,1011,1002,575,539,503,1,1,0.997486130883089,group,clean,watch,alarm,relax,watch,nan
920,909,893,502,604,545,1012,1019,1026,540,603,490,1,2,0.945893754949603,clean,taste,alarm,clean,alarm,watch,nan
898,894,903,606,541,498,999,1022,1000,555,512,479,2,2,0.917110446481812,alarm,watch,group,taste,watch,clean,group
910,903,896,500,579,536,998,1007,1020,581,499,532,1,1,0.913476662721781,alarm,taste,relax,relax,group,taste,nan
913,914,914,536,569,490,1007,997,995,601,496,565,2,1,1.07767818696092,taste,watch,alarm,relax,group,clean,group
916,919,895,548,503,592,1022,1003,1004,486,530,596,1,2,0.946633537133932,alarm,watch,clean,alarm,clean,watch,nan
906,902,915,481,523,571,1000,1020,1026,487,593,521,2,2,1.07231915199687,clean,watch,alarm,watch,relax,taste,alarm
917,909,909,602,527,565,1010,1025,1003,493,579,545,2,2,1.04234701860158,relax,watch,alarm,taste,watch,group,alarm
923,920,903,474,509,598,998,1013,998,480,531,598,1,2,1.07456259860857,clean,watch,taste,relax,group,clean,nan
895,913,910,559,518,605,1023,1025,1014,572,483,541,1,1,1.08760040138393,clean,alarm,relax,clean,group,taste,nan
897,911,917,592,487,556,1019,1014,1015,545,593,480,1,2,0.9279378557095,clean,watch,taste,group,alarm,taste,nan
922,904,920,602,555,520,1013,1027,1023,482,546,606,1,1,0.978780028970201,relax,alarm,clean,watch,relax,taste,nan
907,907,903,508,551,478,1007,1019,1024,480,569,513,1,2,1.09611256594301,taste,group,relax,alarm,group,relax,nan
907,919,903,489,537,573,1010,1000,995,499,581,536,1,1,1.02895880519708,taste,clean,relax,clean,alarm,taste,nan
925,904,904,551,590,490,1023,1011,1019,605,566,512,2,2,1.07928195589079,watch,alarm,relax,watch,clean,group,alarm
918,908,915,521,476,563,1024,1015,1023,593,477,513,1,2,0.99644608108736,alarm,clean,watch,group,watch,alarm,nan
926,905,922,530,492,606,1010,1023,1010,577,531,482,2,1,0.902818615037805,relax,taste,watch,clean,watch,group,group
901,916,918,604,490,542,1011,1014,996,562,531,598,1,1,1.02457606888696,clean,taste,relax,watch,alarm,relax,nan
896,912,922,606,555,522,1024,1027,997,576,486,533,2,1,0.946219072622227,group,alarm,watch,taste,alarm,group,clean
906,915,922,493,604,568,1013,998,1000,480,524,572,1,1,1.00548679255533,taste,clean,relax,group,taste,relax,nan
910,909,899,513,480,546,1020,1003,1020,601,495,544,2,1,1.04499839227145,clean,watch,taste,taste,relax,watch,group
912,906,921,473,580,512,1016,1010,1007,488,601,537,2,2,1.02148315822899,group,alarm,taste,group,taste,relax,alarm
926,909,925,579,513,479,1009,998,1021,474,594,542,1,1,1.01767328915905,group,taste,clean,watch,group,relax,nan
909,895,919,597,538,482,1001,1001,999,604,481,565,1,2,0.986686968006612,relax,taste,group,alarm,group,clean,nan
906,907,922,479,576,520,1014,1000,1018,510,479,546,2,1,0.948834578701405,watch,alarm,group,clean,alarm,taste,clean
926,925,895,492,587,537,1000,1016,999,580,546,501,2,1,0.985792070755602,watch,alarm,relax,watch,clean,alarm,clean
902,919,914,483,590,554,1000,1005,1022,553,515,591,1,1,0.902035491104355,relax,alarm,clean,relax,clean,watch,nan
915,917,904,559,594,525,1023,1020,1012,596,510,558,2,1,1.02176428980887,relax,taste,group,group,alarm,watch,alarm
925,918,914,600,567,482,998,1012,1026,594,474,539,1,2,1.09159503763947,alarm,relax,clean,alarm,group,watch,nan
915,918,922,562,473,593,1015,1001,996,478,578,516,2,2,0.91908930470992,relax,group,watch,clean,taste,watch,relax
903,921,905,540,599,475,1008,1017,1025,502,542,593,2,2,0.90711811267603,watch,taste,group,alarm,group,watch,clean
911,919,919,592,498,531,1014,995,1006,510,586,479,1,2,1.07724702226515,group,relax,clean,watch,clean,group,nan
893,926,898,541,583,500,1018,1013,996,480,527,593,2,1,0.949388273011499,group,clean,watch,relax,group,taste,alarm
922,896,910,530,482,587,1004,1027,1026,560,522,602,2,1,0.901783011250667,watch,taste,group,clean,taste,watch,alarm
906,906,914,602,558,510,995,1006,1015,540,479,586,2,1,1.06298405428961,watch,clean,taste,group,taste,watch,alarm
903,909,917,603,484,534,1022,1012,1008,551,506,599,2,1,0.928099887309753,relax,alarm,watch,clean,group,taste,group
925,901,903,602,541,501,1006,1025,1014,529,560,479,2,1,1.0759732880568,taste,group,alarm,relax,alarm,taste,clean
908,894,902,504,576,538,1016,1002,1005,490,581,529,1,2,0.919075357218105,taste,clean,watch,clean,watch,group,nan
902,926,924,573,487,604,1024,1022,1001,602,550,516,1,2,0.970512020249728,clean,watch,relax,alarm,clean,watch,nan
896,917,913,575,506,541,1003,1000,995,479,606,537,1,2,1.0186841135575,watch,taste,clean,clean,alarm,taste,nan
912,898,896,588,478,533,1027,1023,999,598,564,534,2,1,1.01703632769572,relax,taste,group,clean,watch,taste,watch
898,898,914,582,515,474,1022,1003,1006,515,553,595,2,1,1.0335363528369,taste,group,alarm,relax,taste,watch,clean
895,916,899,484,517,587,1020,1022,1023,595,481,544,2,2,1.02960542301114,taste,alarm,watch,relax,clean,watch,group
912,906,919,584,547,516,1016,1021,1008,540,606,492,1,2,0.986673813467718,relax,group,clean,taste,relax,alarm,nan
902,895,922,508,539,606,1012,1000,1015,542,485,602,2,2,0.927951751819852,taste,alarm,clean,group,relax,alarm,clean
905,907,904,605,475,535,1007,1027,1007,587,525,555,1,2,1.05038590159502,group,alarm,taste,group,alarm,clean,nan
917,898,897,606,509,547,1021,1002,1022,558,488,604,1,2,0.948357358717444,watch,alarm,clean,watch,alarm,relax,nan
922,920,918,506,537,607,1014,1020,1019,497,549,591,1,2,1.03009186449561,group,taste,relax,watch,relax,group,nan
904,924,903,565,477,598,1020,1021,998,488,554,523,2,1,1.07147481216689,taste,watch,alarm,clean,alarm,relax,relax
925,893,901,525,562,601,1027,1010,997,491,560,602,1,2,0.91687409420903,clean,watch,group,alarm,relax,watch,nan
925,915,899,554,506,473,1020,1024,1016,492,538,584,1,1,1.09441783234257,clean,relax,taste,relax,watch,clean,nan
900,916,895,576,530,606,1022,997,1006,514,594,545,1,1,0.906291987111823,watch,alarm,clean,alarm,group,clean,nan
919,901,911,591,505,542,1010,998,997,588,509,545,1,1,1.06708091008897,group,alarm,clean,watch,group,alarm,nan
913,921,906,552,587,497,1023,1023,1015,557,520,599,1,1,1.06714266963417,clean,taste,group,relax,watch,group,nan
924,903,918,513,479,580,1005,994,1015,601,528,479,2,2,0.909971500269119,group,watch,relax,clean,taste,alarm,relax
913,894,909,606,547,475,1001,1018,1024,536,567,493,2,1,1.00917724177817,taste,group,watch,relax,taste,group,clean
916,896,906,577,487,526,1010,1021,1014,507,606,545,2,2,1.0886339679311,alarm,watch,clean,taste,watch,clean,group
918,920,895,490,555,603,995,998,1010,483,535,588,2,1,0.964294613973998,relax,alarm,watch,alarm,watch,taste,clean
906,917,900,537,580,476,1021,1010,1013,486,520,589,2,1,1.06129336075867,watch,clean,alarm,clean,watch,taste,relax
901,919,911,607,511,576,1003,1005,1027,507,588,548,2,2,1.02027975105056,taste,relax,clean,group,watch,clean,alarm
894,914,907,501,531,598,1016,1020,1011,483,604,523,2,1,1.05792409302461,relax,clean,taste,taste,clean,group,alarm
909,920,923,534,487,564,1020,1003,1005,553,592,493,2,2,1.05983700700886,relax,watch,clean,clean,alarm,watch,taste
914,894,895,507,477,574,1017,1021,1027,602,557,506,1,2,0.909912953115642,watch,clean,relax,watch,taste,alarm,nan
902,906,908,553,480,604,1016,999,1027,522,561,591,2,1,0.956639726768189,group,relax,taste,alarm,clean,relax,watch
910,901,911,476,602,571,1002,1023,1024,544,579,485,2,1,1.03069136479599,clean,watch,relax,alarm,taste,clean,taste
901,909,897,552,605,510,1010,1025,1019,478,514,585,2,2,0.997931069065694,alarm,clean,watch,watch,relax,group,clean
903,922,911,495,553,587,1025,1000,1016,474,588,519,2,2,1.09457044740216,taste,group,relax,taste,relax,watch,group
915,902,922,559,497,607,1002,995,1018,526,492,583,1,2,1.04969798199542,group,alarm,relax,taste,clean,watch,nan
923,913,899,605,507,557,1001,1012,1008,579,546,514,2,1,1.01356822994776,watch,alarm,group,clean,taste,relax,clean
922,894,898,542,507,475,1003,994,1007,496,534,581,1,1,0.959792832691439,alarm,watch,relax,taste,group,watch,nan
900,898,895,586,524,485,1020,1021,1001,485,606,534,1,2,0.951221956212368,taste,watch,clean,clean,alarm,watch,nan
906,921,915,515,568,482,1005,1024,1023,474,598,532,2,2,1.07731275888231,alarm,group,taste,group,clean,relax,taste
923,899,893,488,579,537,1014,1017,1025,567,600,475,2,2,0.98936017255656,relax,clean,taste,watch,alarm,group,clean
901,921,903,492,538,595,1000,1002,1026,579,474,506,2,2,1.06319745065924,alarm,relax,group,watch,relax,clean,alarm
925,904,925,495,551,595,997,1013,997,528,489,569,2,2,0.919667460348928,alarm,taste,clean,group,clean,watch,taste
914,915,918,576,525,493,1004,1025,996,591,484,537,2,1,1.07191869069505,watch,alarm,clean,taste,relax,watch,group
898,894,901,474,505,535,1001,1024,999,601,564,510,1,2,0.905525801632235,relax,group,taste,clean,watch,group,nan
921,917,916,565,514,475,1024,1014,1011,525,480,579,2,1,1.07983128685127,relax,clean,taste,relax,taste,alarm,alarm
915,910,897,510,545,476,1025,1020,996,493,591,539,1,1,1.07998710010524,taste,relax,alarm,watch,group,relax,nan
911,924,914,600,481,547,995,1022,994,521,489,570,2,2,1.00482120192347,alarm,relax,group,taste,watch,clean,relax
901,902,922,481,567,526,1014,1012,997,507,477,587,2,1,0.924039902529427,alarm,taste,relax,taste,group,relax,group
894,905,923,479,589,552,995,994,1014,571,528,492,2,2,0.935558818364456,clean,relax,alarm,watch,alarm,relax,clean
901,897,904,606,524,571,1008,1002,996,605,568,527,2,2,1.04122151890172,taste,watch,relax,watch,alarm,taste,relax
905,925,909,525,597,564,1011,1008,1016,565,511,597,2,1,1.06627195127741,taste,alarm,relax,clean,taste,group,clean
914,907,916,512,603,475,1022,1008,1013,489,575,532,2,1,0.906966764113546,relax,watch,clean,watch,group,alarm,alarm
926,896,916,547,579,480,1015,1023,996,595,516,558,2,1,1.05156774207719,watch,clean,taste,taste,clean,relax,relax
900,917,908,503,599,557,1002,996,1002,520,566,482,2,2,1.09142243560023,alarm,clean,group,alarm,group,taste,watch
918,910,905,477,601,544,1024,1005,1005,597,487,557,2,1,0.96857410299937,watch,clean,alarm,clean,group,watch,taste
923,904,902,485,517,566,1019,1000,998,606,488,558,1,1,1.02764874188494,alarm,relax,taste,relax,clean,taste,nan
909,918,895,499,603,535,1013,1002,1019,547,517,596,1,1,0.968601162394065,taste,clean,watch,alarm,group,taste,nan
898,921,908,550,516,602,1024,1018,1009,516,476,554,2,1,0.943294279236508,alarm,group,taste,alarm,watch,group,clean
920,901,898,587,494,530,1006,1003,994,526,566,605,1,1,1.05724012540611,group,watch,taste,watch,taste,alarm,nan
909,911,906,600,505,567,1005,1002,1017,484,606,535,2,1,1.04461799190909,watch,group,alarm,watch,taste,group,clean
897,907,924,493,531,591,1014,998,1023,557,481,605,1,1,0.955767780957491,relax,alarm,group,taste,clean,group,nan
922,898,910,532,568,605,997,1001,998,593,513,546,2,1,1.0164862857409,alarm,relax,clean,clean,alarm,taste,watch
914,913,923,554,588,494,1006,1021,1021,523,587,477,2,2,0.984201156273656,clean,watch,relax,taste,group,watch,relax
896,924,896,570,489,605,1000,1006,1002,505,554,584,1,1,0.918413741350874,relax,clean,group,watch,taste,group,nan
923,896,926,544,598,501,1021,1016,994,526,593,563,2,2,0.90480546500135,taste,group,watch,alarm,group,watch,taste
894,923,896,522,582,481,1018,1025,1011,574,533,475,1,2,0.998229160802273,taste,group,clean,group,taste,clean,nan
894,911,903,485,581,546,1016,1008,1025,601,568,485,1,1,0.955653404030376,clean,relax,taste,alarm,relax,clean,nan
926,907,919,517,485,585,1024,1014,1020,489,548,602,1,1,0.967951432830213,taste,clean,relax,alarm,group,taste,nan
916,898,913,550,602,481,1021,1026,1007,479,552,513,1,2,0.957469921903015,alarm,clean,group,watch,alarm,taste,nan
905,901,908,553,591,488,1012,1006,1018,539,485,586,1,1,0.934180647049896,clean,relax,alarm,alarm,watch,clean,nan
910,908,903,481,528,600,994,1016,1010,559,474,602,1,1,0.979852662856286,clean,taste,alarm,relax,group,clean,nan
918,911,897,478,578,515,997,1004,1008,606,546,486,1,2,1.03952991369158,watch,alarm,group,taste,relax,alarm,nan
894,905,903,565,487,533,1011,1023,1025,564,601,479,1,1,0.940735287425803,taste,group,alarm,taste,group,watch,nan
917,919,898,521,480,574,1026,1004,1013,573,604,523,1,2,1.0332652976979,clean,group,watch,relax,taste,group,nan
916,922,903,568,527,600,1022,1004,1020,603,505,544,2,2,0.988613217881655,alarm,taste,clean,relax,group,clean,watch
908,917,896,600,478,568,1025,1024,1018,567,529,493,1,2,0.986659053115139,taste,group,alarm,taste,relax,group,nan
912,906,921,490,585,533,1026,1010,998,542,495,573,2,2,0.935047888478919,group,alarm,taste,taste,clean,alarm,relax
904,913,925,514,583,552,1006,1001,1017,511,554,479,2,1,0.938640462352078,clean,alarm,taste,clean,relax,taste,group
898,914,900,596,529,485,1004,994,1007,546,484,603,1,2,1.02328426632935,watch,clean,group,taste,clean,relax,nan
906,897,916,512,555,587,1020,999,998,544,606,487,2,1,0.953802121574677,relax,taste,alarm,taste,relax,group,watch
924,909,894,529,601,498,1001,1004,1015,512,479,568,1,2,1.01193558632318,group,relax,clean,clean,alarm,taste,nan
900,903,913,543,578,482,1026,1026,1010,485,602,545,1,2,1.08895679835086,relax,clean,taste,clean,relax,group,nan
905,912,915,554,607,490,1025,1020,996,604,571,475,1,2,1.04289432714979,alarm,clean,relax,clean,watch,group,nan
904,924,894,547,481,587,1006,1016,1011,539,493,586,2,1,1.0358439310788,group,relax,clean,clean,watch,relax,watch
896,907,893,529,585,494,1005,1022,1004,557,511,595,2,1,1.09187611626142,alarm,group,relax,clean,relax,watch,watch
910,894,898,602,531,501,1017,1008,1022,489,599,544,1,1,1.0550668623918,taste,alarm,group,relax,taste,group,nan
921,924,922,501,548,602,1018,1017,994,559,525,480,1,2,1.02154539326442,relax,alarm,clean,clean,alarm,relax,nan
923,924,902,591,538,499,1021,1010,1000,478,535,569,2,2,1.08960047186667,alarm,group,taste,group,watch,clean,taste
917,905,911,518,588,475,1014,1021,1023,524,575,494,2,2,0.911928324717073,group,watch,taste,relax,watch,taste,clean
906,901,910,589,495,533,997,1008,1001,557,515,587,1,2,0.953742469048559,alarm,taste,clean,relax,alarm,clean,nan
903,919,912,511,546,604,1012,1023,1004,556,510,474,1,1,1.09733600879606,watch,alarm,relax,clean,group,watch,nan
916,910,904,493,590,538,995,994,1005,601,566,493,2,2,1.05444134641881,watch,alarm,clean,clean,watch,taste,alarm
922,912,907,586,523,475,1019,1027,1021,558,500,599,1,2,0.995070859991559,relax,clean,alarm,relax,taste,watch,nan
924,916,907,562,520,489,1016,1003,1013,585,519,478,1,1,1.03617991111079,clean,taste,group,group,taste,relax,nan
895,896,926,593,480,516,1014,995,1021,566,603,528,1,2,0.983386950986284,clean,alarm,watch,relax,watch,taste,nan
909,922,895,596,557,482,1001,999,997,597,517,480,1,1,0.976029840578636,relax,group,alarm,group,alarm,watch,nan
897,924,906,532,591,500,1018,1010,1000,478,564,509,2,1,0.942654077815042,relax,clean,watch,alarm,group,clean,alarm
901,896,919,487,551,592,1018,1024,1015,525,604,486,2,2,0.976587597826829,alarm,taste,relax,taste,alarm,clean,watch
922,921,913,584,496,549,1005,1003,996,520,590,555,1,1,0.905933550302021,taste,group,alarm,group,relax,taste,nan
899,923,903,491,594,531,995,1020,1019,587,515,475,2,2,0.994464213016815,group,relax,taste,group,clean,taste,alarm
897,893,923,585,480,516,1022,999,1014,529,565,492,2,2,0.966674537368758,watch,alarm,clean,taste,alarm,watch,group
911,910,896,525,571,603,1020,1018,1020,480,598,554,2,2,1.095168960822,taste,alarm,watch,watch,relax,clean,alarm
903,915,903,605,474,566,1011,1002,999,475,592,561,1,2,1.01108870772395,alarm,group,relax,group,watch,relax,nan
906,906,923,524,569,490,1017,996,1018,577,519,481,2,2,1.06926072755671,relax,taste,alarm,alarm,relax,group,clean
919,915,915,483,549,593,1020,1022,1019,600,476,521,2,2,0.981612698880382,relax,clean,watch,clean,alarm,taste,watch
921,918,916,526,475,577,1005,1017,1023,477,509,574,2,1,0.992403632754778,group,clean,alarm,alarm,group,relax,watch
916,912,909,582,481,538,1024,1026,1008,531,571,498,2,1,1.06526134416929,taste,clean,relax,relax,watch,clean,group
907,914,897,607,525,567,1013,1027,1000,526,590,487,2,2,1.09824063997375,relax,watch,alarm,watch,taste,clean,relax
914,902,925,481,567,515,1003,1012,1004,547,605,481,2,1,1.00478952985272,alarm,group,taste,group,taste,alarm,relax
900,921,922,595,564,488,1003,1024,1004,536,478,603,1,1,1.08508737792629,taste,relax,alarm,alarm,relax,clean,nan
913,907,907,509,579,548,1024,1010,1008,566,534,598,1,1,1.04780437230439,group,alarm,relax,alarm,clean,watch,nan
915,914,921,513,480,602,1006,1024,1006,489,533,594,1,2,1.01348601123438,alarm,clean,taste,alarm,group,taste,nan
913,921,904,545,507,585,999,994,1015,475,596,514,1,2,1.09375553258858,group,taste,relax,clean,taste,relax,nan
904,902,905,486,580,548,1025,998,1025,598,533,498,2,2,1.06489988396378,clean,relax,alarm,alarm,taste,clean,watch
905,906,919,506,599,565,1016,1019,1003,539,597,495,1,1,1.09192185579958,group,relax,clean,clean,taste,watch,nan
898,911,896,532,575,474,1027,1007,1002,492,554,594,1,1,1.0292692130888,clean,relax,alarm,group,taste,watch,nan
919,908,925,602,566,536,1000,1007,1025,477,516,553,1,2,0.975914697088058,watch,relax,group,alarm,relax,group,nan
